Member_number,Date,itemDescription,Price
4285,17-08-2014,mustard,4.36
3418,27-11-2014,domestic eggs,1.40
4732,03-12-2014,napkins,1.50
3442,16-11-2014,fruit/vegetable juice,2.00
3946,26-12-2014,cake bar,2.02
2990,30-03-2014,long life bakery product,1.50
3225,15-07-2014,whipped/sour cream,1.49
1494,23-11-2014,cat food,3.99
3549,06-12-2014,dish cleaner,1.54
3384,23-09-2014,seasonal products,1.87
3746,03-01-2014,butter,1.88
3603,13-08-2014,zwieback,1.29
2120,30-05-2014,potato products,4.96
2065,20-10-2014,sugar,1.95
1285,27-10-2014,soda,1.99
3835,08-05-2014,misc. beverages,3.47
2160,15-01-2014,rolls/buns,1.00
4995,02-06-2014,domestic eggs,1.40
1970,29-01-2014,whipped/sour cream,1.49
2043,07-07-2014,fruit/vegetable juice,2.00
3487,09-01-2014,seasonal products,1.87
2524,17-10-2014,potato products,4.96
2045,10-02-2014,brandy,5.89
2445,31-05-2014,ice cream,4.55
4616,31-01-2014,Instant food products,2.45
2195,08-03-2014,sliced cheese,3.69
1883,31-05-2014,misc. beverages,3.47
2083,21-10-2014,coffee,1.62
4576,21-11-2014,napkins,1.50
4464,11-04-2014,hard cheese,3.71
3925,26-07-2014,margarine,1.30
4450,31-10-2014,rolls/buns,1.00
1059,11-06-2014,spread cheese,4.41
4113,14-03-2014,coffee,1.62
4154,26-07-2014,domestic eggs,1.40
2490,19-04-2014,pickled vegetables,1.99
1551,28-04-2014,instant coffee,1.38
1275,06-11-2014,dental care,3.75
3935,19-10-2014,waffles,2.24
3487,25-10-2014,sugar,1.95
3986,08-09-2014,chewing gum,0.74
3282,26-10-2014,rolls/buns,1.00
4488,20-10-2014,curd,1.24
4946,03-04-2014,frozen meals,2.18
4081,16-04-2014,newspapers,4.71
1603,16-03-2014,sugar,1.95
1107,13-08-2014,pastry,4.81
2272,25-07-2014,salty snack,1.80
4705,12-04-2014,pot plants,5.00
1811,16-08-2014,bottled beer,3.07
2772,03-08-2014,cat food,3.99
4412,09-12-2014,shopping bags,0.50
1219,02-10-2014,brown bread,2.45
4435,17-10-2014,newspapers,4.71
2715,28-01-2014,napkins,1.50
2121,03-11-2014,bottled water,3.73
2802,27-04-2014,white wine,3.33
1741,19-07-2014,bottled beer,3.07
4278,03-07-2014,newspapers,4.71
1634,10-02-2014,herbs,1.29
3856,08-02-2014,long life bakery product,1.50
3029,19-10-2014,dog food,3.70
3361,23-06-2014,soda,1.99
4613,17-07-2014,domestic eggs,1.40
1805,11-11-2014,mustard,4.36
2147,02-05-2014,chocolate,1.80
1864,29-04-2014,softener,2.98
2789,19-09-2014,bottled water,3.73
2296,12-06-2014,other vegetables,2.50
1526,11-05-2014,cat food,3.99
4951,10-05-2014,canned beer,2.50
3809,11-05-2014,whole milk,1.20
2685,06-12-2014,seasonal products,1.87
1107,22-07-2014,semi-finished bread,1.12
4264,20-07-2014,spices,4.66
4974,05-11-2014,shopping bags,0.50
1081,11-02-2014,yogurt,1.80
1111,07-05-2014,whipped/sour cream,1.49
4683,30-06-2014,flour,2.91
2835,21-11-2014,shopping bags,0.50
4123,07-07-2014,cooking chocolate,1.80
1613,02-08-2014,butter,1.88
3361,14-01-2014,bottled beer,3.07
3425,02-07-2014,newspapers,4.71
3617,02-08-2014,fruit/vegetable juice,2.00
4669,05-08-2014,domestic eggs,1.40
1922,02-07-2014,sugar,1.95
2947,03-03-2014,cream cheese,1.70 
3953,13-05-2014,bottled beer,3.07
1169,15-04-2014,napkins,1.50
4192,17-02-2014,oil,3.38
1239,02-08-2014,waffles,2.24
3041,18-02-2014,shopping bags,0.50
2520,16-01-2014,newspapers,4.71
2426,12-09-2014,napkins,1.50
1235,05-11-2014,processed cheese,1.71
3799,17-09-2014,chocolate,1.80
1124,05-03-2014,hygiene articles,1.15
3035,16-04-2014,baking powder,3.32
4832,18-12-2014,soda,1.99
2394,24-02-2014,coffee,1.62
4185,20-11-2014,fruit/vegetable juice,2.00
1832,01-09-2014,specialty chocolate,4.80
2666,11-04-2014,pastry,4.81
4686,24-11-2014,margarine,1.30
2120,21-01-2014,napkins,1.50
1186,09-02-2014,butter,1.88
2377,13-02-2014,bottled beer,3.07
3675,13-07-2014,mayonnaise,2.64
3466,31-05-2014,newspapers,4.71
4211,02-05-2014,curd cheese,3.55
2832,04-08-2014,newspapers,4.71
4811,12-09-2014,newspapers,4.71
3619,21-12-2014,newspapers,4.71
1722,13-10-2014,dessert,3.96
1681,20-04-2014,soda,1.99
4097,14-07-2014,whole milk,1.20
3878,19-04-2014,long life bakery product,1.50
4983,21-06-2014,margarine,1.30
3100,11-08-2014,pastry,4.81
1680,10-12-2014,soda,1.99
2041,10-09-2014,zwieback,1.29
3006,06-01-2014,brown bread,2.45
1445,23-01-2014,rolls/buns,1.00
2920,03-12-2014,bottled beer,3.07
3495,22-10-2014,candy,1.94
4401,09-10-2014,whipped/sour cream,1.49
1219,03-07-2014,instant coffee,1.38
4331,25-05-2014,margarine,1.30
2881,01-06-2014,canned vegetables,3.63
2475,02-01-2014,dishes,6.99
1171,04-09-2014,pasta,3.12
2137,19-01-2014,hard cheese,3.71
1180,02-02-2014,whole milk,1.20
2679,14-11-2014,liqueur,3.60
2025,04-09-2014,whole milk,1.20
2394,20-05-2014,semi-finished bread,1.12
1472,05-11-2014,hygiene articles,1.15
2197,06-07-2014,onions,1.84
4824,19-06-2014,newspapers,4.71
2322,19-01-2014,newspapers,4.71
4639,22-11-2014,hygiene articles,1.15
3544,13-07-2014,newspapers,4.71
1256,17-06-2014,coffee,1.62
2456,15-03-2014,fruit/vegetable juice,2.00
3728,28-10-2014,white bread,1.90
2619,12-01-2014,condensed milk,3.61
1010,10-04-2014,sliced cheese,3.69
4264,18-02-2014,soda,1.99
2576,10-07-2014,popcorn,4.28
3718,30-03-2014,soda,1.99
1950,11-10-2014,sugar,1.95
4520,01-03-2014,brown bread,2.45
1353,22-12-2014,bottled water,3.73
4194,19-11-2014,newspapers,4.71
3095,26-11-2014,soda,1.99
1130,01-11-2014,soda,1.99
4796,08-01-2014,soda,1.99
2710,18-12-2014,waffles,2.24
3548,03-12-2014,whipped/sour cream,1.49
3558,09-11-2014,yogurt,1.80
4474,02-04-2014,fruit/vegetable juice,2.00
3878,27-11-2014,rolls/buns,1.00
1221,15-11-2014,bottled water,3.73
1009,24-01-2014,cocoa drinks,1.32
1169,05-06-2014,cleaner,1.48
3959,03-12-2014,softener,2.98
2355,29-12-2014,white bread,1.90
2845,26-11-2014,frozen chicken,1.69
2320,15-03-2014,dishes,6.99
4169,30-03-2014,salty snack,1.80
4800,14-03-2014,detergent,4.13
3972,09-10-2014,hygiene articles,1.15
4322,25-07-2014,coffee,1.62
3459,04-12-2014,processed cheese,1.71
2654,07-04-2014,bottled beer,3.07
3113,11-10-2014,margarine,1.30
1456,26-05-2014,softener,2.98
3947,05-12-2014,red/blush wine,8.00
2230,14-11-2014,instant coffee,1.38
4133,04-08-2014,whole milk,1.20
1761,05-04-2014,shopping bags,0.50
2958,11-03-2014,candy,1.94
4923,03-04-2014,specialty bar,3.47
4412,11-03-2014,napkins,1.50
3368,19-11-2014,specialty bar,3.47
1307,03-10-2014,canned beer,2.50
4793,25-11-2014,ice cream,4.55
1080,02-11-2014,soda,1.99
4693,04-06-2014,pastry,4.81
4167,28-08-2014,fruit/vegetable juice,2.00
3474,31-01-2014,long life bakery product,1.50
3945,15-10-2014,cereals,2.69
3499,14-10-2014,canned beer,2.50
1753,05-06-2014,fruit/vegetable juice,2.00
2524,31-03-2014,hygiene articles,1.15
1105,14-06-2014,white bread,1.90
2581,26-05-2014,dessert,3.96
3793,10-12-2014,brown bread,2.45
1690,30-05-2014,rolls/buns,1.00
3496,20-12-2014,long life bakery product,1.50
4526,27-09-2014,shopping bags,0.50
4129,02-04-2014,napkins,1.50
1761,29-10-2014,mustard,4.36
3498,16-08-2014,napkins,1.50
2656,31-03-2014,newspapers,4.71
4262,03-03-2014,napkins,1.50
3289,24-01-2014,domestic eggs,1.40
1679,23-10-2014,cake bar,2.02
2594,06-01-2014,hard cheese,3.71
4538,18-06-2014,dishes,6.99
4941,25-10-2014,chocolate,1.80 marshmallow
4564,06-07-2014,newspapers,4.71
4290,04-09-2014,soda,1.99
2202,02-01-2014,sauces,1.43
2343,19-08-2014,canned beer,2.50
2209,25-08-2014,photo/film,4.32
1404,02-10-2014,sweet spreads,1.18
3914,12-11-2014,specialty bar,3.47
4065,06-05-2014,flower (seeds),1.70
4220,04-08-2014,chocolate,1.80
1074,08-05-2014,shopping bags,0.50
2434,09-12-2014,pet care,4.03
2633,28-07-2014,waffles,2.24
1143,18-11-2014,pickled vegetables,1.99
3767,22-06-2014,male cosmetics,4.96
2661,28-08-2014,napkins,1.50
2093,24-12-2014,specialty bar,3.47
2696,23-11-2014,bottled water,3.73
2927,13-01-2014,hygiene articles,1.15
4003,21-12-2014,detergent,4.13
3451,08-01-2014,soda,1.99
1750,16-06-2014,rolls/buns,1.00
1085,25-05-2014,newspapers,4.71
2034,28-06-2014,UHT-milk,2.50
4676,21-02-2014,rolls/buns,1.00
4132,02-12-2014,newspapers,4.71
2822,16-06-2014,salty snack,1.80
3645,31-05-2014,yogurt,1.80
1446,26-03-2014,shopping bags,0.50
2222,22-02-2014,canned vegetables,3.63
4426,04-08-2014,cake bar,2.02
1854,30-09-2014,soft cheese,2.00
4645,05-02-2014,waffles,2.24
2674,03-09-2014,chewing gum,0.74
1369,01-12-2014,flour,2.91
4325,19-07-2014,coffee,1.62
4335,28-06-2014,pickled vegetables,1.99
2642,09-01-2014,yogurt,1.80
1318,15-02-2014,yogurt,1.80
1062,08-05-2014,frozen fruits,3.94
4131,20-03-2014,bags,1.20
3793,13-11-2014,coffee,1.62
2618,06-09-2014,misc. beverages,3.47
4090,03-06-2014,shopping bags,0.50
1480,05-05-2014,detergent,4.13
4078,21-06-2014,margarine,1.30
2817,19-06-2014,bottled water,3.73
1999,02-04-2014,white wine,3.33
2490,27-03-2014,rolls/buns,1.00
1991,23-12-2014,soap,4.76
4156,03-04-2014,potato products,4.96
1215,28-04-2014,yogurt,1.80
1612,26-11-2014,canned vegetables,3.63
3495,18-02-2014,canned vegetables,3.63
3749,29-04-2014,specialty cheese,1.44
1514,26-02-2014,shopping bags,0.50
2892,20-11-2014,pastry,4.81
4562,26-05-2014,soda,1.99
2568,21-11-2014,waffles,2.24
2750,11-01-2014,sparkling wine,3.20
4348,11-02-2014,white bread,1.90
4241,22-09-2014,cat food,3.99
2707,30-10-2014,specialty bar,3.47
4441,15-02-2014,bottled beer,3.07
1646,21-07-2014,hygiene articles,1.15
4427,08-12-2014,bathroom cleaner,3.09
3764,26-05-2014,bottled water,3.73
4680,23-01-2014,chocolate,1.80 marshmallow
2155,17-08-2014,whole milk,1.20
4510,01-11-2014,cream cheese,1.70 
3400,10-07-2014,dental care,3.75
3975,29-04-2014,liquor,1.80
3775,10-11-2014,cookware,3.12
4893,10-02-2014,soda,1.99
1870,07-12-2014,shopping bags,0.50
1384,22-02-2014,misc. beverages,3.47
4357,07-09-2014,whipped/sour cream,1.49
2035,01-07-2014,jam,2.79
1715,08-12-2014,bottled water,3.73
4557,14-07-2014,coffee,1.62
4235,18-09-2014,shopping bags,0.50
4041,25-04-2014,white bread,1.90
3937,08-10-2014,tea,4.17
4577,22-06-2014,mayonnaise,2.64
1561,02-04-2014,white bread,1.90
4720,10-01-2014,baking powder,3.32
1863,01-06-2014,bottled water,3.73
3862,24-03-2014,sugar,1.95
1838,05-08-2014,chocolate,1.80
4694,21-03-2014,shopping bags,0.50
3468,21-01-2014,dish cleaner,1.54
4872,24-10-2014,baking powder,3.32
4626,23-03-2014,potato products,4.96
2278,10-11-2014,rolls/buns,1.00
4758,15-11-2014,spices,4.66
3003,08-05-2014,newspapers,4.71
4683,26-09-2014,UHT-milk,2.50
1229,26-07-2014,brown bread,2.45
2927,11-12-2014,house keeping products,2.32
3341,06-10-2014,detergent,4.13
2215,02-02-2014,napkins,1.50
1711,09-05-2014,specialty chocolate,4.80
3491,21-06-2014,newspapers,4.71
3505,18-03-2014,ketchup,1.43
4669,14-03-2014,kitchen towels,2.27
2557,29-01-2014,rolls/buns,1.00
4283,04-04-2014,frozen meals,2.18
4679,18-09-2014,detergent,4.13
2651,08-01-2014,shopping bags,0.50
4071,26-06-2014,chocolate,1.80
2587,11-12-2014,ketchup,1.43
4091,30-06-2014,sliced cheese,3.69
3002,12-12-2014,seasonal products,1.87
2035,10-08-2014,frozen vegetables,3.90
2772,05-08-2014,pastry,4.81
3431,31-07-2014,brown bread,2.45
2166,14-07-2014,cream cheese,1.70 
4688,07-07-2014,cat food,3.99
1585,16-10-2014,margarine,1.30
1308,21-08-2014,waffles,2.24
4190,30-09-2014,sugar,1.95
3611,21-09-2014,whipped/sour cream,1.49
3933,02-12-2014,salty snack,1.80
3877,06-02-2014,liquor (appetizer),4.54
4787,27-08-2014,candles,3.52
2063,02-06-2014,pastry,4.81
1940,09-02-2014,soft cheese,2.00
2993,16-08-2014,misc. beverages,3.47
2316,18-02-2014,rice,1.66
2175,16-08-2014,soda,1.99
4445,23-05-2014,domestic eggs,1.40
3812,04-04-2014,newspapers,4.71
4577,29-05-2014,soups,4.76
3248,13-08-2014,flour,2.91
4821,12-12-2014,white bread,1.90
2835,28-01-2014,bottled water,3.73
1998,10-02-2014,chewing gum,0.74
3080,15-02-2014,domestic eggs,1.40
3864,26-12-2014,butter,1.88
1410,06-07-2014,bottled beer,3.07
4037,26-12-2014,pasta,3.12
1696,17-06-2014,yogurt,1.80
3678,07-07-2014,hygiene articles,1.15
2644,05-05-2014,pet care,4.03
1786,23-04-2014,misc. beverages,3.47
2357,27-11-2014,curd,1.24
4478,20-06-2014,rice,1.66
4294,17-12-2014,flour,2.91
1908,23-01-2014,shopping bags,0.50
4800,11-03-2014,rum,9.50
4265,08-03-2014,whipped/sour cream,1.49
4735,23-05-2014,skin care,2.09
1290,18-02-2014,margarine,1.30
3633,13-06-2014,chocolate,1.80
4992,24-02-2014,margarine,1.30
1069,18-12-2014,domestic eggs,1.40
1563,27-04-2014,waffles,2.24
4146,11-04-2014,bottled beer,3.07
4745,20-08-2014,long life bakery product,1.50
2138,01-04-2014,white bread,1.90
3207,24-04-2014,sparkling wine,3.20
2672,22-05-2014,flour,2.91
1087,19-06-2014,white bread,1.90
2259,01-06-2014,roll products ,4.42
2597,04-02-2014,domestic eggs,1.40
2713,28-09-2014,bottled beer,3.07
3389,30-06-2014,yogurt,1.80
4853,23-07-2014,tea,4.17
4788,28-07-2014,fruit/vegetable juice,2.00
2957,26-02-2014,seasonal products,1.87
4134,30-09-2014,coffee,1.62
3773,11-09-2014,margarine,1.30
4309,13-04-2014,white bread,1.90
4959,18-10-2014,candy,1.94
1895,13-02-2014,specialty cheese,1.44
1824,28-03-2014,butter,1.88
4504,02-03-2014,soups,4.76
4109,23-04-2014,margarine,1.30
3549,14-03-2014,bottled beer,3.07
1293,16-08-2014,shopping bags,0.50
2006,26-10-2014,frozen potato products,3.36
2918,27-05-2014,waffles,2.24
4250,25-10-2014,cake bar,2.02
1146,30-01-2014,soft cheese,2.00
1173,07-08-2014,newspapers,4.71
4324,29-10-2014,napkins,1.50
3397,28-10-2014,candy,1.94
4990,15-04-2014,baking powder,3.32
2548,28-05-2014,flour,2.91
4433,31-10-2014,margarine,1.30
2912,08-11-2014,coffee,1.62
3661,04-03-2014,syrup,3.09
3402,08-01-2014,rolls/buns,1.00
4650,28-05-2014,roll products ,4.42
4890,08-11-2014,brown bread,2.45
1748,14-08-2014,bottled water,3.73
4606,30-05-2014,candy,1.94
3079,13-04-2014,soda,1.99
3903,07-04-2014,fruit/vegetable juice,2.00
4221,04-05-2014,shopping bags,0.50
1066,12-06-2014,shopping bags,0.50
4762,28-03-2014,abrasive cleaner,1.76
4955,10-12-2014,white bread,1.90
1416,15-08-2014,fruit/vegetable juice,2.00
4761,23-05-2014,ketchup,1.43
3956,07-08-2014,canned fish,2.50
4125,21-09-2014,pet care,4.03
3470,22-11-2014,shopping bags,0.50
1899,09-12-2014,chewing gum,0.74
2241,22-01-2014,brown bread,2.45
2449,07-08-2014,canned beer,2.50
3618,22-07-2014,flour,2.91
1510,24-12-2014,candy,1.94
2804,21-03-2014,white wine,3.33
3769,16-02-2014,hygiene articles,1.15
4435,06-12-2014,bottled beer,3.07
1641,11-08-2014,hygiene articles,1.15
1798,15-12-2014,frozen fish,4.20
4623,09-01-2014,white bread,1.90
2496,24-06-2014,cream cheese,1.70 
4112,14-10-2014,specialty chocolate,4.80
1617,07-02-2014,frozen meals,2.18
2849,28-08-2014,napkins,1.50
2426,19-08-2014,soda,1.99
1895,23-11-2014,long life bakery product,1.50
2118,16-01-2014,frozen vegetables,3.90
4590,19-08-2014,soda,1.99
1851,11-08-2014,ready soups,1.09
1186,17-04-2014,detergent,4.13
2656,19-10-2014,dish cleaner,1.54
3563,14-08-2014,candy,1.94
3989,26-04-2014,baking powder,3.32
1393,26-08-2014,red/blush wine,8.00
1706,02-04-2014,soda,1.99
2111,12-11-2014,domestic eggs,1.40
3593,06-04-2014,bottled water,3.73
4255,29-09-2014,brown bread,2.45
4089,18-03-2014,bottled water,3.73
3861,12-02-2014,sweet spreads,1.18
1358,16-10-2014,Instant food products,2.45
3016,21-04-2014,dish cleaner,1.54
4563,28-01-2014,baking powder,3.32
1074,29-01-2014,candy,1.94
4933,01-02-2014,bottled water,3.73
4096,23-05-2014,margarine,1.30
2087,29-06-2014,dog food,3.70
2766,27-05-2014,coffee,1.62
2236,22-04-2014,shopping bags,0.50
1651,04-02-2014,tea,4.17
2423,12-02-2014,seasonal products,1.87
2420,17-07-2014,fruit/vegetable juice,2.00
4145,13-02-2014,shopping bags,0.50
2616,09-04-2014,candy,1.94
4323,20-09-2014,cocoa drinks,1.32
1792,24-11-2014,chocolate,1.80 marshmallow
2977,26-11-2014,waffles,2.24
4375,31-01-2014,waffles,2.24
2232,03-02-2014,whole milk,1.20
2905,17-01-2014,brown bread,2.45
1912,19-03-2014,liquor (appetizer),4.54
4665,05-11-2014,cake bar,2.02
3325,24-04-2014,cream cheese,1.70 
2153,14-02-2014,shopping bags,0.50
1798,16-06-2014,domestic eggs,1.40
3934,27-03-2014,margarine,1.30
4484,06-06-2014,canned fish,2.50
2713,08-05-2014,specialty chocolate,4.80
1533,10-02-2014,red/blush wine,8.00
1529,01-03-2014,soups,4.76
1905,25-08-2014,yogurt,1.80
3361,19-12-2014,hygiene articles,1.15
2195,19-09-2014,shopping bags,0.50
3221,17-03-2014,fruit/vegetable juice,2.00
3667,15-09-2014,soda,1.99
2129,19-02-2014,bottled water,3.73
1233,09-06-2014,shopping bags,0.50
2675,01-09-2014,cling film/bags,4.81
2701,17-06-2014,salty snack,1.80
1788,09-07-2014,yogurt,1.80
2876,20-12-2014,shopping bags,0.50
4465,29-12-2014,soda,1.99
4330,07-12-2014,fruit/vegetable juice,2.00
2459,01-03-2014,whipped/sour cream,1.49
1739,11-09-2014,photo/film,4.32
2524,07-04-2014,chocolate,1.80
2273,25-11-2014,soda,1.99
4557,12-08-2014,yogurt,1.80
2505,02-02-2014,frozen vegetables,3.90
3882,01-08-2014,sweet spreads,1.18
3308,12-09-2014,napkins,1.50
2605,30-08-2014,potato products,4.96
4180,21-04-2014,shopping bags,0.50
3551,14-10-2014,canned beer,2.50
4406,02-02-2014,newspapers,4.71
4962,04-10-2014,chocolate,1.80
4799,17-04-2014,rolls/buns,1.00
1862,23-10-2014,long life bakery product,1.50
2043,01-02-2014,brown bread,2.45
4440,10-07-2014,yogurt,1.80
3139,07-07-2014,soda,1.99
4344,30-10-2014,margarine,1.30
1616,06-12-2014,frozen meals,2.18
3374,29-07-2014,white bread,1.90
1881,15-07-2014,baking powder,3.32
4372,30-01-2014,brown bread,2.45
4036,22-01-2014,whipped/sour cream,1.49
2325,22-10-2014,margarine,1.30
1951,27-07-2014,bottled beer,3.07
1862,27-10-2014,pasta,3.12
1877,16-06-2014,cake bar,2.02
3236,17-04-2014,dish cleaner,1.54
2068,02-06-2014,specialty vegetables,2.50
1388,08-05-2014,ice cream,4.55
4014,27-05-2014,misc. beverages,3.47
1719,08-08-2014,pet care,4.03
4167,28-10-2014,sauces,1.43
3099,04-09-2014,sugar,1.95
1998,03-02-2014,pot plants,5.00
3630,27-07-2014,salt,2.98
1365,01-02-2014,specialty bar,3.47
2878,04-11-2014,pastry,4.81
3158,14-02-2014,processed cheese,1.71
3842,13-10-2014,organic products,4.04
2738,31-10-2014,ice cream,4.55
4595,11-06-2014,salty snack,1.80
1979,16-12-2014,butter milk,2.66
3411,03-12-2014,roll products ,4.42
4703,20-10-2014,yogurt,1.80
1615,30-11-2014,bottled water,3.73
1710,08-03-2014,rolls/buns,1.00
2699,18-07-2014,sauces,1.43
1859,04-02-2014,soda,1.99
1997,30-10-2014,soda,1.99
4852,09-01-2014,curd,1.24
4893,22-07-2014,salt,2.98
4985,12-03-2014,pickled vegetables,1.99
4428,16-08-2014,coffee,1.62
1979,09-05-2014,bottled water,3.73
2847,04-01-2014,margarine,1.30
3879,10-01-2014,curd,1.24
4735,30-03-2014,rolls/buns,1.00
2038,14-10-2014,rolls/buns,1.00
2132,19-12-2014,newspapers,4.71
3560,27-05-2014,detergent,4.13
1354,18-10-2014,domestic eggs,1.40
4230,28-05-2014,canned beer,2.50
4582,02-03-2014,other vegetables,2.50
4660,16-10-2014,yogurt,1.80
2255,21-04-2014,pot plants,5.00
4862,26-04-2014,flower (seeds),1.70
1605,02-03-2014,fruit/vegetable juice,2.00
1403,11-01-2014,fruit/vegetable juice,2.00
1192,27-12-2014,pastry,4.81
1617,20-07-2014,dish cleaner,1.54
2806,19-01-2014,canned beer,2.50
2749,20-11-2014,long life bakery product,1.50
4840,22-11-2014,fruit/vegetable juice,2.00
1381,07-05-2014,pastry,4.81
1932,19-06-2014,bottled water,3.73
4124,25-11-2014,cereals,2.69
1412,21-08-2014,shopping bags,0.50
1841,16-12-2014,sugar,1.95
1736,15-07-2014,soda,1.99
1798,22-06-2014,male cosmetics,4.96
1004,01-05-2014,cling film/bags,4.81
1582,10-06-2014,sparkling wine,3.20
3664,13-02-2014,napkins,1.50
2225,29-09-2014,waffles,2.24
3175,29-04-2014,rolls/buns,1.00
1891,05-01-2014,white bread,1.90
4306,17-05-2014,napkins,1.50
1545,01-04-2014,hair spray,1.15
1741,05-12-2014,candles,3.52
3289,27-09-2014,rolls/buns,1.00
2139,03-07-2014,instant coffee,1.38
4362,14-06-2014,seasonal products,1.87
4371,24-05-2014,butter,1.88
4206,09-09-2014,bottled beer,3.07
3185,21-02-2014,newspapers,4.71
2440,26-06-2014,house keeping products,2.32
3827,09-08-2014,fruit/vegetable juice,2.00
1949,13-04-2014,candy,1.94
3410,20-01-2014,cream cheese,1.70 
3530,24-01-2014,rolls/buns,1.00
4696,03-10-2014,ready soups,1.09
2963,01-03-2014,bottled water,3.73
2396,21-08-2014,canned vegetables,3.63
1913,25-02-2014,semi-finished bread,1.12
4657,27-12-2014,red/blush wine,8.00
2641,01-04-2014,male cosmetics,4.96
2615,19-01-2014,bottled water,3.73
4681,31-10-2014,napkins,1.50
1169,15-12-2014,bottled beer,3.07
4769,10-07-2014,dishes,6.99
2010,17-05-2014,soda,1.99
1384,28-06-2014,instant coffee,1.38
